,lead
26713,7-8773
26714,3-7757
26715,7-8622
26716,4-1232
26717,3-4586
26718,8-3164
26719,5-3266
26720,2-0599
26721,6-2936
26722,5-8656
26723,3-5833
26724,8-4671
26725,7-7969
26726,2-9271
26727,2-6243
26728,2-4600
26729,7-8979
26730,6-5820
26731,3-2457
26732,8-3299
26733,1-2528
26734,6-1353
26735,4-8619
26736,7-2713
26737,1-8975
26738,5-2623
26739,2-8984
26740,7-5978
26741,7-6914
26742,8-0920
26743,1-8889
26744,7-3209
26745,1-4051
26746,2-3077
26747,4-6511
26748,2-2097
26749,2-3717
26750,1-1390
26751,2-5467
26752,1-7384
26753,5-0367
26754,8-4731
26755,2-1334
26756,4-4717
26757,7-1914
26758,4-2032
26759,6-4247
26760,4-3127
26761,8-3431
26762,4-3422
26763,2-7258
26764,1-4093
26765,7-3160
26766,7-4440
26767,7-0315
26768,4-9118
26769,6-3042
26770,1-9852
26771,4-1042
26772,5-3803
26773,3-3934
26774,1-1034
26775,4-4661
26776,5-6179
26777,1-8507
26778,4-2094
26779,4-1342
26780,4-6607
26781,5-8974
26782,8-5340
26783,8-3203
26784,5-7850
26785,2-9676
26786,7-7507
26787,4-4595
26788,6-3843
26789,4-9681
26790,7-1094
26791,4-1986
26792,3-3342
26793,1-1230
26794,1-8482
26795,8-8862
26796,6-0867
26797,1-0819
26798,5-8657
26799,8-5254
26800,6-1074
26801,6-9042
26802,4-9880
26803,6-8727
26804,3-2286
26805,1-6191
26806,2-4374
26807,2-0028
26808,6-7173
26809,3-1763
26810,8-7822
26811,5-7539
26812,3-7059
26813,6-5124
26814,3-6415
26815,5-0881
26816,5-1902
26817,3-5678
26818,4-8647
26819,1-3819
26820,8-5966
26821,8-4727
26822,8-4625
26823,8-5336
26824,7-4293
26825,1-6205
26826,2-6659
26827,6-4414
26828,6-0853
26829,1-7030
26830,6-7572
26831,3-9288
26832,6-6347
26833,8-6511
26834,8-0440
26835,5-5721
26836,1-3571
26837,7-6845
26838,1-8435
26839,1-8401
26840,6-8855
26841,5-2945
26842,3-9149
26843,4-3416
26844,6-7593
26845,6-9309
26846,3-2282
26847,8-6023
26848,7-4267
26849,3-8067
26850,4-0359
26851,3-4259
26852,1-0229
26853,7-9199
26854,4-1445
26855,3-4300
26856,5-9067
26857,7-5539
26858,8-0220
26859,3-2738
26860,6-8784
26861,6-1066
26862,3-8677
26863,2-1886
26864,7-5808
26865,5-4409
26866,1-6697
26867,3-8440
26868,1-7742
26869,4-4489
26870,1-5854
26871,5-8153
26872,1-1981
26873,2-7771
26874,7-7451
26875,1-2961
26876,1-7745
26877,8-6502
26878,8-8994
26879,1-3132
26880,1-9634
26881,5-8490
26882,6-5584
26883,2-9733
26884,5-1934
26885,4-3907
26886,1-6633
26887,4-7362
26888,4-7875
26889,7-5735
26890,2-3850
26891,2-4386
26892,2-2786
26893,7-2514
26894,2-9198
26895,7-0988
26896,2-9703
26897,1-1528
26898,3-1246
26899,3-6385
26900,5-8268
26901,7-2338
26902,4-9825
26903,1-0514
26904,6-3037
26905,6-0334
26906,7-5400
26907,2-2755
26908,5-4520
26909,4-7276
26910,7-4131
26911,4-2552
26912,7-2253
26913,3-8554
26914,8-9505
26915,4-9230
26916,2-6844
26917,1-2872
26918,7-7920
26919,8-4502
26920,4-7743
26921,5-5050
26922,6-4500
26923,7-8071
26924,1-3568
26925,5-9999
26926,1-0827
26927,8-6791
26928,4-0603
26929,4-7834
26930,4-1881
26931,8-7720
26932,5-6034
26933,7-2592
26934,2-8799
26935,1-8743
26936,8-4119
26937,4-3577
26938,8-0452
26939,3-8386
26940,4-6426
26941,4-3744
26942,7-1737
26943,2-1366
26944,3-7180
26945,1-5969
26946,1-9130
26947,5-5056
26948,1-3131
26949,4-9910
26950,4-2610
26951,2-5505
26952,1-7776
26953,8-0638
26954,7-3458
26955,4-7401
26956,7-7344
26957,6-9197
26958,8-5625
26959,8-9229
26960,8-2959
26961,5-9799
26962,6-4156
26963,8-7361
26964,3-5816
26965,8-9184
26966,8-1390
26967,5-0110
26968,4-3427
26969,8-3236
26970,3-0958
26971,5-4693
26972,6-2022
26973,5-6920
26974,7-2150
26975,1-0008
26976,3-5729
26977,1-4028
26978,7-3306
26979,3-0643
26980,1-2741
26981,6-4973
26982,4-5086
26983,6-3479
26984,2-4785
26985,5-3564
26986,1-0345
26987,7-1692
26988,6-0592
26989,8-5101
26990,2-9763
26991,8-2577
26992,3-1856
26993,7-4595
26994,5-0427
26995,3-9046
26996,1-8367
26997,3-7148
26998,8-4915
26999,2-8719
27000,5-8307
27001,8-5367
27002,1-2088
27003,5-3697
27004,5-6010
27005,5-6457
27006,3-7797
27007,5-8877
27008,5-5864
27009,3-9522
27010,6-7022
27011,4-1877
27012,2-4874
27013,2-3906
27014,5-9735
27015,2-9110
27016,5-8182
27017,1-0456
27018,5-9787
27019,5-4406
27020,5-3150
27021,8-5312
27022,8-1433
27023,8-3068
27024,4-2772
27025,1-0452
27026,8-9929
27027,4-9053
27028,5-5547
27029,3-7976
27030,3-9907
27031,6-1486
27032,2-0437
27033,3-1211
27034,5-8077
27035,4-4330
27036,8-2196
27037,3-3706
27038,5-0287
27039,3-3969
27040,8-9689
27041,7-8851
27042,3-0385
27043,3-7197
27044,2-1552
27045,8-8503
27046,3-4734
27047,2-9653
27048,1-1026
27049,3-8398
27050,3-5976
27051,5-0419
27052,8-6906
27053,7-6115
27054,8-5381
27055,2-1785
27056,2-9345
27057,6-2649
27058,4-7064
27059,7-0045
27060,3-8730
27061,6-2068
27062,2-0992
27063,5-6867
27064,7-8083
27065,6-8342
27066,2-5252
27067,3-0169
27068,6-0201
27069,8-4568
27070,2-9674
27071,5-0393
27072,8-4225
27073,7-3489
27074,3-5666
27075,4-4215
27076,6-8708
27077,6-7313
27078,8-3942
27079,1-5136
27080,3-1824
27081,7-8870
27082,2-8767
27083,1-6688
27084,5-4099
27085,8-1460
27086,2-2827
27087,6-2892
27088,7-2656
27089,1-4577
27090,2-3746
27091,7-6091
27092,4-2008
27093,3-8253
27094,1-5419
27095,5-6068
27096,4-1790
27097,5-4632
27098,3-5823
27099,2-8029
27100,7-8903
27101,6-4102
27102,3-8486
27103,7-9098
27104,6-4832
27105,3-1046
27106,1-8114
27107,7-8542
27108,1-7292
27109,4-8056
27110,2-5155
27111,2-0397
27112,2-5350
27113,7-8333
27114,7-5079
27115,7-5668
27116,7-9545
27117,1-1392
27118,1-4785
27119,3-0996
27120,1-0615
27121,8-6738
27122,4-1187
27123,6-0815
27124,5-4526
27125,1-2092
27126,1-6502
27127,8-8551
27128,4-9777
27129,3-5968
27130,5-5922
27131,3-3637
27132,1-6834
27133,5-2173
27134,8-7793
27135,5-6071
27136,4-7267
27137,8-2531
27138,1-2752
27139,6-9228
27140,5-9892
27141,8-9028
27142,3-5448
27143,4-1413
27144,3-5430
27145,8-4236
27146,7-3939
27147,3-7778
27148,3-0288
27149,7-6978
27150,4-9143
27151,4-3880
27152,5-5166
27153,1-9791
27154,8-5795
27155,4-7247
27156,5-0711
27157,5-0374
27158,4-5366
27159,6-8633
27160,3-2322
27161,6-4120
27162,4-3663
27163,4-8238
27164,8-3225
27165,8-5981
27166,1-9478
27167,4-7782
27168,4-7017
27169,6-0985
27170,1-5812
27171,3-0846
27172,8-6522
27173,4-9767
27174,6-3536
27175,3-7544
27176,1-5355
27177,7-5041
27178,1-6248
27179,1-5231
27180,8-5243
27181,6-2836
27182,4-2038
27183,2-6262
27184,4-6145
27185,7-3231
27186,7-5071
27187,2-8238
27188,7-9831
27189,5-0824
27190,4-2730
27191,4-8700
27192,3-5517
27193,2-4904
27194,7-1296
27195,7-8293
27196,8-2542
27197,8-7568
27198,3-8107
27199,7-1729
27200,5-8680
27201,5-7809
27202,7-4108
27203,5-7348
27204,3-1692
27205,5-5733
27206,3-2267
27207,8-3039
27208,2-1416
27209,2-4250
27210,7-2055
27211,5-8567
27212,5-6396
27213,4-4244
27214,1-6374
27215,7-7997
27216,1-5060
27217,5-2221
27218,4-4465
27219,1-3778
27220,2-0880
27221,6-0511
27222,2-7453
27223,6-2630
27224,3-9882
27225,7-6440
27226,5-4031
27227,2-4671
27228,8-3512
27229,4-7480
27230,2-6836
27231,3-3247
27232,7-2291
27233,5-3696
27234,8-8050
27235,5-8332
27236,7-4701
27237,4-9527
27238,2-3579
27239,6-4523
27240,7-5112
27241,5-0554
27242,4-7852
27243,3-0953
27244,5-5047
27245,8-4319
27246,6-5879
27247,8-1305
27248,7-2912
27249,4-8823
27250,4-1651
27251,6-1488
27252,2-4079
27253,4-1807
27254,1-7039
27255,6-7427
27256,3-2646
27257,5-2759
27258,8-0367
27259,7-8507
27260,7-7914
27261,6-2444
27262,2-6791
27263,5-8482
27264,2-9068
27265,4-4593
27266,8-3135
27267,2-0083
27268,2-2087
27269,3-3100
27270,2-5755
27271,5-1745
27272,1-8657
27273,3-9623
27274,7-5622
27275,1-6174
27276,4-3035
27277,2-8005
27278,4-6832
27279,8-9599
27280,2-2168
27281,1-5664
27282,1-7613
27283,5-4266
27284,4-5384
27285,8-1571
27286,8-5747
27287,1-1106
27288,7-2485
27289,8-2801
27290,2-4205
27291,5-9473
27292,1-6677
27293,3-7784
27294,1-8421
27295,6-2805
27296,2-6444
27297,4-5257
27298,2-1016
27299,8-4697
27300,2-2635
27301,3-6938
27302,6-8690
27303,1-3696
27304,6-6566
27305,2-6346
27306,3-0046
27307,1-6093
27308,1-4808
27309,3-8299
27310,8-9058
27311,2-2281
27312,6-0656
27313,7-1491
27314,5-4934
27315,1-4450
27316,3-3265
27317,6-2894
27318,6-5429
27319,8-1459
27320,5-5447
27321,6-8753
27322,7-8524
27323,2-7855
27324,1-1785
27325,8-0921
27326,6-1761
27327,5-5861
27328,6-7764
27329,8-2895
27330,4-9014
27331,7-0665
27332,8-2528
27333,4-7032
27334,3-1385
27335,5-9443
27336,6-5395
27337,1-0046
27338,3-9282
27339,4-7580
27340,5-2063
27341,7-7594
27342,4-3241
27343,4-6789
27344,8-6220
27345,3-8009
27346,1-9723
27347,1-5522
27348,6-1152
27349,2-4956
27350,6-6949
27351,2-4328
27352,1-9140
27353,4-6732
27354,4-0989
27355,2-8030
27356,4-6457
27357,4-8838
27358,8-7010
27359,8-1403
27360,8-3506
27361,2-7191
27362,3-6179
27363,1-9378
27364,6-2862
27365,7-4362
27366,1-9657
27367,8-1334
27368,1-6129
27369,8-6519
27370,3-5927
27371,7-8696
27372,4-8745
27373,1-8263
27374,7-5855
27375,5-9881
27376,8-9759
27377,8-5400
27378,5-2205
27379,8-1650
27380,1-2582
27381,5-4421
27382,3-7238
27383,6-8912
27384,3-0228
27385,4-2271
27386,2-1611
27387,3-9047
27388,1-8072
27389,5-5100
27390,6-9119
27391,4-8320
27392,3-5994
27393,6-5491
27394,7-5865
27395,2-3547
27396,2-2483
27397,3-0037
27398,4-7445
27399,4-4480
27400,6-0732
27401,6-1996
27402,6-1751
27403,6-7046
27404,2-2985
27405,5-8943
27406,8-6356
27407,4-6663
27408,2-8104
27409,1-4580
27410,5-0958
27411,5-2497
27412,7-6074
27413,5-6084
27414,7-9136
27415,3-2069
27416,8-7802
27417,3-2928
27418,7-8994
27419,8-0905
27420,2-7778
27421,5-6176
27422,4-2883
27423,5-0099
27424,5-3738
27425,7-4026
27426,4-9423
27427,4-9089
27428,2-3757
27429,1-4909
27430,8-3454
27431,3-8320
27432,5-9671
27433,1-2048
27434,4-4405
27435,7-7322
27436,6-4842
27437,7-8287
27438,5-0093
27439,8-0971
27440,7-9619
27441,2-1344
27442,4-4916
27443,5-1818
27444,6-7946
27445,3-2612
27446,2-4531
27447,8-9236
27448,8-1951
27449,5-9410
27450,1-7206
27451,8-7480
27452,8-1753
27453,5-7393
27454,6-0610
27455,8-2662
27456,4-8385
27457,1-2785
27458,3-1817
27459,4-4555
27460,5-8160
27461,1-2175
27462,7-9784
27463,1-0433
27464,2-6580
27465,7-0877
27466,7-5613
27467,4-5723
27468,4-5140
27469,3-8636
27470,4-4419
27471,2-4256
27472,5-8109
27473,4-8627
27474,1-3067
27475,2-3489
27476,5-8862
27477,4-4720
27478,8-0484
27479,8-1806
27480,3-9570
27481,6-1726
27482,7-4168
27483,7-6094
27484,7-2336
27485,7-2234
27486,1-6994
27487,5-2626
27488,6-0918
27489,3-7661
27490,4-7849
27491,3-6625
27492,7-3710
27493,4-2191
27494,8-9916
27495,4-8806
27496,1-5332
27497,5-1858
27498,4-3487
27499,1-7928
27500,3-2338
27501,5-7749
27502,4-4024
27503,3-9565
27504,1-0036
27505,6-5721
27506,2-1898
27507,6-2718
27508,8-6485
27509,8-3184
27510,8-8628
27511,2-3172
27512,1-4228
27513,6-1662
27514,5-0345
27515,7-5871
27516,6-3682
27517,5-5626
27518,6-6452
27519,6-0654
27520,8-8399
27521,3-2445
27522,8-4683
27523,7-8206
27524,2-6345
27525,5-6586
27526,5-2386
27527,1-3401
27528,6-8817
27529,7-5299
27530,1-0870
27531,4-8211
27532,5-7606
27533,2-9057
27534,7-5262
27535,6-7530
27536,4-7625
27537,5-9086
27538,8-7452
27539,5-7180
27540,3-1974
27541,8-9113
27542,3-3863
27543,4-3064
27544,5-8769
27545,2-1879
27546,3-2536
27547,2-6167
27548,1-8770
27549,7-2958
27550,8-7003
27551,8-6786
27552,8-1651
27553,6-6178
27554,7-3505
27555,8-0259
27556,4-1080
27557,5-4358
27558,3-8845
27559,3-8827
27560,1-7944
27561,7-5013
27562,7-0999
27563,2-1634
27564,6-9215
27565,6-3764
27566,3-4098
27567,3-7741
27568,3-6839
27569,4-8142
27570,3-9069
27571,7-6478
27572,7-1671
27573,2-5799
27574,4-9551
27575,7-4323
27576,6-0369
27577,3-4050
27578,3-8760
27579,4-2930
27580,5-1313
27581,6-0727
27582,2-9952
27583,2-0929
27584,3-4338
27585,1-8552
27586,3-0881
27587,2-1399
27588,3-1801
27589,6-1535
27590,6-5853
27591,6-6556
27592,6-8595
27593,3-1760
27594,6-3172
27595,4-5185
27596,7-0691
27597,3-8444
27598,4-0417
27599,5-4812
27600,3-4835
27601,4-4839
27602,4-3718
27603,7-0670
27604,8-7276
27605,1-4671
27606,3-3987
27607,3-9073
27608,4-7035
27609,2-2363
27610,3-4981
27611,1-4013
27612,5-8431
27613,3-7869
27614,6-6647
27615,3-5667
27616,3-0435
27617,3-7549
27618,7-9571
27619,4-4129
27620,4-6318
27621,1-3622
27622,2-3177
27623,6-8207
27624,5-5218
27625,5-1528
27626,3-3307
27627,7-8034
27628,8-5480
27629,2-2912
27630,4-5148
27631,2-4686
27632,7-6691
27633,2-1975
27634,1-5935
27635,2-7387
27636,4-4183
27637,2-9647
27638,7-8048
27639,8-4563
27640,1-4210
27641,6-4179
27642,2-0025
27643,5-3321
27644,6-0272
27645,2-6271
27646,2-8042
27647,3-4337
27648,8-3158
27649,5-7870
27650,3-5393
27651,7-1739
27652,7-2153
27653,2-6752
27654,1-6036
27655,3-3993
27656,7-9439
27657,1-5960
27658,8-1017
27659,3-2810
27660,2-7985
27661,4-6379
27662,5-3136
27663,6-4436
27664,1-6920
27665,3-4535
27666,4-5750
27667,6-3520
27668,7-7067
27669,1-2425
27670,3-9566
27671,5-9149
27672,6-9838
27673,8-3875
27674,3-0794
27675,5-8250
27676,4-5276
27677,3-9460
27678,7-0820
27679,8-9465
27680,5-2964
27681,7-0360
27682,4-5620
27683,1-2692
27684,8-9636
27685,6-3351
27686,8-7129
27687,8-7508
27688,2-0661
27689,4-9017
27690,1-4456
27691,4-0721
27692,7-0744
27693,1-4007
27694,6-1558
27695,8-9285
27696,6-8694
27697,6-0316
27698,1-7149
27699,8-4201
27700,8-2350
27701,1-6286
27702,6-5290
27703,6-7157
27704,4-4914
27705,1-3050
27706,5-7798
27707,1-4562
27708,8-6659
27709,5-3428
27710,3-5637
27711,5-9399
27712,2-3267
27713,8-6536
27714,1-6328
27715,4-6368
27716,7-7784
27717,5-5133
27718,3-0547
27719,7-5824
27720,7-3615
27721,5-7816
27722,7-6575
27723,7-8363
27724,7-7339
27725,3-6310
27726,4-3466
27727,1-7948
27728,4-6615
27729,4-7428
27730,5-9255
27731,5-1132
27732,3-5777
27733,6-8365
27734,6-7431
27735,6-9141
27736,7-1384
27737,4-9402
27738,8-9431
27739,6-4444
27740,4-4063
27741,7-5037
27742,6-7316
27743,5-5993
27744,8-3235
27745,8-1232
27746,6-7127
27747,3-6636
27748,8-5362
27749,4-2491
27750,8-0291
27751,3-2598
27752,6-6718
27753,6-4666
27754,1-8715
27755,4-5159
27756,1-9690
27757,7-0284
27758,4-5270
27759,3-3121
27760,8-7235
27761,6-6866
27762,8-1990
27763,6-4360
27764,2-9649
27765,4-5933
27766,7-2247
27767,4-0320
27768,8-4608
27769,3-2937
27770,5-5551
27771,8-0155
27772,6-2981
27773,4-2643
27774,8-2218
27775,3-0160
27776,4-4512
27777,6-9676
27778,6-3704
27779,8-6232
27780,5-6825
27781,2-5317
27782,5-9276
27783,2-2008
27784,8-2284
27785,8-1569
27786,6-3862
27787,5-1759
27788,2-3310
27789,8-8954
27790,3-3585
27791,6-3204
27792,2-8978
27793,8-6489
27794,6-3624
27795,2-0406
27796,7-5235
27797,3-7082
27798,7-4586
27799,5-2545
27800,8-8760
27801,2-4574
27802,2-9855
27803,7-3113
27804,1-3604
27805,2-7862
27806,6-7799
27807,6-0230
27808,2-9207
27809,4-2450
27810,8-9924
27811,7-7695
27812,8-2982
27813,8-0847
27814,1-4464
27815,7-5577
27816,5-3200
27817,5-5957
27818,3-4333
27819,5-4895
27820,6-9468
27821,5-4169
27822,4-7305
27823,3-5828
27824,4-6476
27825,5-4173
27826,5-3723
27827,6-9580
27828,3-5218
27829,5-5097
27830,4-1903
27831,1-7328
27832,4-7088
27833,7-5551
27834,5-7929
27835,3-2902
27836,8-3018
27837,2-3092
27838,1-8509
27839,7-4502
27840,3-2084
27841,7-4123
27842,8-8795
27843,1-2388
27844,5-1732
27845,8-1111
27846,2-2196
27847,4-3579
27848,7-0255
27849,2-4664
27850,6-3340
27851,2-5894
27852,6-7294
27853,4-9793
27854,7-4798
27855,6-4058
27856,1-4295
27857,1-0121
27858,4-0779
27859,1-8136
27860,1-3022
27861,5-3502
27862,1-4914
27863,6-0848
27864,3-6912
27865,5-8538
27866,5-4362
27867,5-9739
27868,2-0556
27869,6-2295
27870,3-6325
27871,2-8709
27872,6-5545
27873,8-1341
27874,8-9293
27875,3-5809
27876,6-0814
27877,7-8684
27878,7-6513
27879,2-5271
27880,4-4217
27881,5-1149
27882,2-8046
27883,1-2813
27884,1-8714
27885,1-8589
27886,6-8191
27887,5-8980
27888,4-2199
27889,8-2574
27890,7-9768
27891,1-5502
27892,4-7172
27893,3-0669
27894,8-8415
27895,8-5154
27896,4-7611
27897,5-6942
27898,8-8241
27899,7-8187
27900,8-8558
27901,4-0134
27902,4-8965
27903,4-2485
27904,1-7769
27905,2-2543
27906,7-5104
27907,2-8599
27908,7-0904
27909,2-5765
27910,8-7539
27911,8-1732
27912,3-7507
27913,7-3714
27914,3-6729
27915,8-8173
27916,3-4933
27917,2-2367
27918,6-8449
27919,4-5600
27920,1-1837
27921,5-3568
27922,2-7529
27923,8-3032
27924,5-6915
27925,6-3449
27926,5-5613
27927,6-7862
27928,3-3159
27929,2-9306
27930,2-4163
27931,5-9351
27932,5-3805
27933,8-5384
27934,2-3194
27935,2-2007
27936,4-4499
27937,1-3012
27938,4-4718
27939,6-5972
27940,8-9802
27941,3-7497
27942,1-8086
27943,5-9305
27944,7-7722
27945,5-7891
27946,5-1989
27947,6-8386
27948,5-5457
27949,6-9850
27950,4-1521
27951,2-6198
27952,1-6283
27953,8-9460
27954,7-9930
27955,6-3811
27956,5-0166
27957,6-5288
27958,4-0520
27959,1-0322
27960,3-7262
27961,6-9393
27962,7-8784
27963,4-6849
27964,4-8371
27965,7-1754
27966,1-5957
27967,7-7188
27968,3-5760
27969,8-0813
27970,7-8498
27971,8-3856
27972,5-6479
27973,4-7843
27974,7-3438
27975,6-7248
27976,2-8507
27977,3-7111
27978,4-9063
27979,3-8879
27980,1-6365
27981,7-4176
27982,5-6662
27983,5-5113
27984,7-4183
27985,1-3298
27986,4-9297
27987,6-2498
27988,5-4657
27989,3-4904
27990,7-6806
27991,6-6404
27992,2-3864
27993,8-0696
27994,4-0460
27995,7-2596
27996,1-5603
27997,7-6951
27998,4-1638
27999,1-1718
28000,3-2964
28001,6-3053
28002,1-4418
28003,2-9089
28004,5-7494
28005,2-6328
28006,1-4611
28007,6-5448
28008,2-3294
28009,4-7298
28010,2-1891
28011,3-3346
28012,3-9320
28013,5-1710
28014,8-3065
28015,6-3929
28016,7-5316
28017,1-7831
28018,4-1067
28019,5-3275
28020,2-7754
28021,6-4068
28022,7-0327
28023,6-4309
28024,2-4316
28025,7-1723
28026,7-2850
28027,5-4772
28028,5-6305
28029,5-8170
28030,7-0101
28031,1-9486
28032,1-4666
28033,4-0015
28034,6-6940
28035,1-9221
28036,7-6954
28037,4-9991
28038,5-2431
28039,6-2789
28040,3-0660
28041,1-1764
28042,3-1728
28043,6-2508
28044,7-4021
28045,1-0600
28046,5-7619
28047,7-9472
28048,8-7704
28049,5-2133
28050,6-7736
28051,3-9742
28052,8-7601
28053,1-8830
28054,4-8399
28055,4-4878
28056,4-3178
28057,8-3331
28058,1-2051
28059,4-5661
28060,6-7066
28061,5-1127
28062,4-3033
28063,7-8690
28064,8-7731
28065,1-3590
28066,1-6582
28067,7-1409
28068,5-7253
28069,5-3256
28070,6-2572
28071,7-7528
28072,6-3134
28073,6-1207
28074,4-6343
28075,4-4578
28076,2-3336
28077,5-9891
28078,3-6278
28079,7-9510
28080,6-2781
28081,1-0535
28082,2-4921
28083,3-5753
28084,2-7663
28085,4-6725
28086,5-8908
28087,3-4385
28088,2-3449
28089,4-8085
28090,6-6863
28091,7-2008
28092,6-4896
28093,3-8813
28094,3-8317
28095,3-7525
28096,6-4762
28097,7-3090
28098,7-8395
28099,4-5576
28100,7-0946
28101,5-0602
28102,7-8550
28103,4-4054
28104,6-7724
28105,8-2161
28106,7-1323
28107,2-0624
28108,5-9274
28109,7-9209
28110,5-6362
28111,4-8934
28112,1-7819
28113,6-0496
28114,6-8212
28115,2-8142
28116,5-4775
28117,7-3408
28118,5-1620
28119,5-5909
28120,3-3279
28121,2-8517
28122,2-5014
28123,5-9646
28124,1-1614
28125,7-3599
28126,6-6813
28127,3-7740
28128,7-9205
28129,4-2106
28130,8-8800
28131,6-4775
28132,7-2436
28133,3-7873
28134,4-5057
28135,8-8146
28136,1-2411
28137,3-5779
28138,6-2372
28139,3-9012
28140,1-7481
28141,8-1432
28142,1-7680
28143,1-0700
28144,1-9177
28145,7-9782
28146,3-1458
28147,1-5909
28148,3-9222
28149,4-9181
28150,1-2851
28151,2-1950
28152,3-0628
28153,4-3319
28154,7-2246
28155,3-2705
28156,2-5007
28157,6-6140
28158,5-2962
28159,2-0047
28160,8-2541
28161,8-3784
28162,6-7495
28163,1-4870
28164,7-6884
28165,8-1838
28166,5-1430
28167,4-3418
28168,8-8510
28169,6-7526
28170,3-7064
28171,5-4780
28172,4-2487
28173,1-4053
28174,2-8901
28175,6-2115
28176,8-0574
28177,7-9335
28178,2-6475
28179,1-0431
28180,4-0933
28181,8-8710
28182,3-6103
28183,6-0125
28184,3-3801
28185,1-7937
28186,1-3655
28187,8-7718
28188,3-8597
28189,2-1609
28190,4-5642
28191,1-0042
28192,7-7307
28193,6-8978
28194,6-1078
28195,5-8867
28196,4-8774
28197,6-6653
28198,2-3530
28199,5-3144
28200,7-3480
28201,4-6177
28202,7-9440
28203,1-5526
28204,2-7769
28205,3-1333
28206,2-6101
28207,8-0634
28208,4-0189
28209,7-1970
28210,3-2204
28211,2-7297
28212,3-7139
28213,8-0913
28214,2-5754
28215,3-6131
28216,3-3700
28217,3-5312
28218,3-2695
28219,8-0890
28220,6-6611
28221,2-8886
28222,5-1633
28223,3-1928
28224,3-7678
28225,6-8136
28226,1-0012
28227,1-0045
28228,2-5346
28229,7-0168
28230,3-6931
28231,1-0826
28232,7-0399
28233,3-9347
28234,7-1213
28235,8-1339
28236,6-8643
28237,8-6590
28238,5-7389
28239,8-4247
28240,6-7178
28241,5-0025
28242,5-3539
28243,5-8068
28244,8-3081
28245,8-0045
28246,6-7446
28247,7-2794
28248,6-1261
28249,5-6658
28250,2-6457
28251,2-2115
28252,5-8549
28253,6-9144
28254,2-0400
28255,5-0174
28256,4-6135
28257,6-5910
28258,7-2510
28259,4-2063
28260,2-6423
28261,4-5873
28262,8-2632
28263,3-9966
28264,7-4224
28265,4-4271
28266,1-6064
28267,4-3884
28268,2-4540
28269,5-2769
28270,1-0295
28271,2-5517
28272,5-0547
28273,4-1264
28274,5-2863
28275,3-8924
28276,3-3194
28277,7-8190
28278,8-7724
28279,5-7540
28280,5-8529
28281,6-4593
28282,2-5072
28283,1-9106
28284,5-5355
28285,1-5869
28286,5-6931
28287,5-2239
28288,7-8921
28289,7-0224
28290,4-9823
28291,4-6733
28292,5-5640
28293,1-0238
28294,2-5679
28295,5-8214
28296,7-5141
28297,4-5014
28298,2-0029
28299,6-7295
28300,8-4458
28301,8-9117
28302,7-6028
28303,8-7537
28304,2-9034
28305,3-3621
28306,8-5675
28307,1-2995
28308,4-2030
28309,7-5277
28310,7-8730
28311,1-6985
28312,5-6386
28313,7-1315
28314,7-0894
28315,4-1667
28316,6-1772
28317,5-3262
28318,6-2074
28319,4-4498
28320,2-5337
28321,6-3742
28322,7-0749
28323,5-7548
28324,3-5031
28325,4-9617
28326,5-2330
28327,1-4736
28328,5-9095
28329,5-9054
28330,3-4752
28331,8-6846
28332,7-7849
28333,8-7841
28334,4-2192
28335,5-5172
28336,6-7471
28337,2-3806
28338,3-0784
28339,1-0326
28340,1-4529
28341,3-7593
28342,5-8429
28343,2-7595
28344,3-9758
28345,2-8691
28346,5-8704
28347,6-2096
28348,8-6780
28349,3-5129
28350,6-5378
28351,7-8134
28352,6-8998
28353,3-6667
28354,1-3553
28355,2-1768
28356,7-8717
28357,2-0835
28358,1-4412
28359,3-0201
28360,8-0857
28361,7-4723
28362,6-5436
28363,5-9394
28364,5-8637
28365,1-0556
28366,7-5564
28367,6-4241
28368,8-4721
28369,3-5762
28370,7-9277
28371,7-8219
28372,3-0354
28373,3-2073
28374,2-5219
28375,5-1169
28376,3-8856
28377,1-7958
28378,8-4706
28379,6-4579
28380,5-1917
28381,7-9807
28382,3-6977
28383,8-1140
28384,6-9717
28385,8-7464
28386,1-8654
28387,1-7189
28388,2-6869
28389,8-1378
28390,7-3207
28391,2-0266
28392,6-2722
28393,8-3266
28394,8-3860
28395,1-5596
28396,4-6444
28397,5-3783
28398,4-2683
28399,6-9297
28400,2-0429
28401,7-0803
28402,3-0030
28403,2-2752
28404,8-5454
28405,2-2917
28406,4-4365
28407,5-7750
28408,7-9111
28409,5-0335
28410,1-9814
28411,4-4324
28412,5-0360
28413,2-5302
28414,3-9622
28415,4-7078
28416,1-7823
28417,1-1069
28418,2-4019
28419,2-3312
28420,5-1078
28421,3-8898
28422,1-1570
28423,4-1450
28424,8-6426
28425,3-8563
